??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:00:38:890,4.750,0.495,1.9,1.9,null
00:00:38:900,4.750,0.495,1.9,1.9,null
00:00:38:910,4.750,0.495,1.9,1.9,null
00:00:38:920,4.750,0.495,1.9,1.9,null
00:00:38:930,4.750,0.495,1.9,1.9,null
00:00:38:940,4.750,0.495,1.9,1.9,null
00:00:38:950,4.750,0.495,1.9,1.9,null
00:00:38:960,4.750,0.495,1.9,1.9,null
00:00:38:970,4.750,0.495,1.9,1.9,null
00:00:38:980,4.750,0.495,1.9,1.9,null
00:00:38:990,4.750,0.495,1.9,1.9,null
00:00:39:000,4.750,0.495,1.9,1.9,null
00:00:39:010,4.750,0.495,1.9,1.9,null
00:00:39:020,4.750,0.495,1.9,1.9,null
00:00:39:030,4.750,0.495,1.9,1.9,null
00:00:39:040,4.750,0.495,1.9,1.9,null
00:00:39:050,4.750,0.495,1.9,1.9,null
00:00:39:060,4.750,0.495,1.9,1.9,null
00:00:39:070,4.750,0.495,1.9,1.9,null
00:00:39:080,4.750,0.495,1.9,1.9,null
00:00:39:090,4.750,0.495,1.9,1.9,null
00:00:39:100,4.750,0.495,1.9,1.9,null
00:00:39:110,4.750,0.495,1.9,1.9,null
00:00:39:120,4.750,0.495,1.9,1.9,null
00:00:39:130,4.750,0.495,1.9,1.9,null
00:00:39:140,4.750,0.495,1.9,1.9,null
00:00:39:150,4.750,0.495,1.9,1.9,null
00:00:39:160,4.750,0.495,1.9,1.9,null
00:00:39:170,4.750,0.495,1.9,1.9,null
00:00:39:180,4.750,0.495,1.9,1.9,null
00:00:39:190,4.750,0.495,1.9,1.9,null
00:00:39:200,4.750,0.495,1.9,1.9,null
00:00:39:210,4.750,0.495,1.9,1.9,null
00:00:39:220,4.750,0.495,1.9,1.9,null
00:00:39:230,4.750,0.495,1.9,1.9,null
00:00:39:240,4.750,0.495,1.9,1.9,null
00:00:39:250,4.750,0.495,1.9,1.9,null
00:00:39:260,4.750,0.495,1.9,1.9,null
00:00:39:270,4.750,0.495,1.9,1.9,null
00:00:39:280,4.750,0.495,1.9,1.9,null
00:00:39:290,4.750,0.495,1.9,1.9,null
00:00:39:300,4.750,0.495,1.9,1.9,null
00:00:39:310,4.750,0.495,1.9,1.9,null
00:00:39:320,4.750,0.495,1.9,1.9,null
00:00:39:330,4.749,0.495,1.9,1.9,null
00:00:39:340,4.749,0.495,1.9,1.9,null
00:00:39:350,4.749,0.495,1.9,1.9,null
00:00:39:360,4.749,0.495,1.9,1.9,null
00:00:39:370,4.749,0.495,1.9,1.9,null
00:00:39:380,4.749,0.495,1.9,1.9,null
00:00:39:390,4.749,0.495,1.9,1.9,null
00:00:39:400,4.749,0.495,1.9,1.9,null
00:00:39:410,4.749,0.495,1.9,1.9,null
00:00:39:420,4.749,0.495,1.9,1.9,null
00:00:39:430,4.749,0.495,1.9,1.9,null
00:00:39:440,4.749,0.495,1.9,1.9,null
00:00:39:450,4.749,0.495,1.9,1.9,null
00:00:39:460,4.749,0.495,1.9,1.9,null
00:00:39:470,4.749,0.495,1.9,1.9,null
00:00:39:480,4.749,0.495,1.9,1.9,null
00:00:39:490,4.749,0.495,1.9,1.9,null
00:00:39:500,4.749,0.495,1.9,1.9,null
00:00:39:510,4.749,0.495,1.9,1.9,null
00:00:39:520,4.749,0.495,1.9,1.9,null
00:00:39:530,4.749,0.495,1.9,1.9,null
00:00:39:540,4.749,0.495,1.9,1.9,null
00:00:39:550,4.749,0.495,1.9,1.9,null
00:00:39:560,4.749,0.495,1.9,1.9,null
00:00:39:570,4.749,0.495,1.9,1.9,null
00:00:39:580,4.749,0.495,1.9,1.9,null
00:00:39:590,4.749,0.495,1.9,1.9,null
00:00:39:600,4.749,0.495,1.9,1.9,null
00:00:39:610,4.749,0.495,1.9,1.9,null
00:00:39:620,4.749,0.495,1.9,1.9,null
00:00:39:630,4.749,0.495,1.9,1.9,null
00:00:39:640,4.749,0.495,1.9,1.9,null
00:00:39:650,4.749,0.495,1.9,1.9,null
00:00:39:660,4.749,0.495,1.9,1.9,null
00:00:39:670,4.749,0.495,1.9,1.9,null
00:00:39:680,4.749,0.495,1.9,1.9,null
00:00:39:690,4.749,0.495,1.9,1.9,null
00:00:39:700,4.749,0.495,1.9,1.9,null
00:00:39:710,4.749,0.495,1.9,1.9,null
00:00:39:720,4.749,0.495,1.9,1.9,null
00:00:39:730,4.749,0.495,1.9,1.9,null
00:00:39:740,4.749,0.495,1.9,1.9,null
00:00:39:750,4.749,0.495,1.9,1.9,null
00:00:39:760,4.749,0.495,1.9,1.9,null
00:00:39:770,4.749,0.495,1.9,1.9,null
00:00:39:780,4.749,0.495,1.9,1.9,null
00:00:39:790,4.749,0.495,1.9,1.9,null
00:00:39:800,4.749,0.495,1.9,1.9,null
00:00:39:810,4.749,0.495,1.9,1.9,null
00:00:39:820,4.749,0.495,1.9,1.9,null
00:00:39:830,4.749,0.495,1.9,1.9,null
00:00:39:840,4.749,0.495,1.9,1.9,null
00:00:39:850,4.749,0.495,1.9,1.9,null
00:00:39:860,4.749,0.495,1.9,1.9,null
00:00:39:870,4.749,0.495,1.9,1.9,null
00:00:39:880,4.749,0.495,1.9,1.9,null
00:00:39:890,4.749,0.495,1.9,1.9,null
00:00:39:900,4.749,0.495,1.9,1.9,null
00:00:39:910,4.749,0.495,1.9,1.9,null
00:00:39:920,4.749,0.495,1.9,1.9,null
00:00:39:930,4.749,0.495,1.9,1.9,null
00:00:39:940,4.749,0.495,1.9,1.9,null
00:00:39:950,4.749,0.495,1.9,1.9,null
00:00:39:960,4.749,0.495,1.9,1.9,null
00:00:39:970,4.749,0.495,1.9,1.9,null
00:00:39:980,4.749,0.495,1.9,1.9,null
00:00:39:990,4.749,0.495,1.9,1.9,null
00:00:40:000,4.749,0.495,1.9,1.9,null
00:00:40:010,4.749,0.495,1.9,1.9,null
00:00:40:020,4.749,0.495,1.9,1.9,null
00:00:40:030,4.749,0.495,1.9,1.9,null
00:00:40:040,4.749,0.495,1.9,1.9,null
00:00:40:050,4.749,0.495,1.9,1.9,null
00:00:40:060,4.749,0.495,1.9,1.9,null
00:00:40:070,4.749,0.495,1.9,1.9,null
00:00:40:080,4.749,0.495,1.9,1.9,null
00:00:40:090,4.749,0.495,1.9,1.9,null
00:00:40:100,4.749,0.495,1.9,1.9,null
00:00:40:110,4.749,0.495,1.9,1.9,null
00:00:40:120,4.749,0.495,1.9,1.9,null
00:00:40:130,4.749,0.495,1.9,1.9,null
00:00:40:140,4.749,0.495,1.9,1.9,null
00:00:40:150,4.749,0.495,1.9,1.9,null
00:00:40:160,4.749,0.495,1.9,1.9,null
00:00:40:170,4.749,0.495,1.9,1.9,null
00:00:40:180,4.749,0.495,1.9,1.9,null
00:00:40:190,4.749,0.495,1.9,1.9,null
00:00:40:200,4.749,0.495,1.9,1.9,null
00:00:40:210,4.749,0.495,1.9,1.9,null
00:00:40:220,4.749,0.495,1.9,1.9,null
00:00:40:230,4.749,0.495,1.9,1.9,null
00:00:40:240,4.749,0.495,1.9,1.9,null
00:00:40:250,4.749,0.495,1.9,1.9,null
00:00:40:260,4.749,0.495,1.9,1.9,null
00:00:40:270,4.749,0.495,1.9,1.9,null
00:00:40:280,4.749,0.495,1.9,1.9,null
00:00:40:290,4.749,0.495,1.9,1.9,null
00:00:40:300,4.749,0.495,1.9,1.9,null
00:00:40:310,4.749,0.495,1.9,1.9,null
00:00:40:320,4.749,0.495,1.9,1.9,null
00:00:40:330,4.749,0.495,1.9,1.9,null
00:00:40:340,4.749,0.495,1.9,1.9,null
00:00:40:350,4.749,0.495,1.9,1.9,null
00:00:40:360,4.749,0.495,1.9,1.9,null
00:00:40:370,4.749,0.495,1.9,1.9,null
00:00:40:380,4.749,0.495,1.9,1.9,null
00:00:40:390,4.749,0.495,1.9,1.9,null
00:00:40:400,4.749,0.495,1.9,1.9,null
00:00:40:410,4.749,0.495,1.9,1.9,null
00:00:40:420,4.749,0.495,1.9,1.9,null
00:00:40:430,4.749,0.495,1.9,1.9,null
00:00:40:440,4.749,0.495,1.9,1.9,null
00:00:40:450,4.749,0.495,1.9,1.9,null
00:00:40:460,4.749,0.495,1.9,1.9,null
00:00:40:470,4.749,0.495,1.9,1.9,null
00:00:40:480,4.749,0.495,1.9,1.9,null
00:00:40:490,4.749,0.495,1.9,1.9,null
00:00:40:500,4.749,0.495,1.9,1.9,null
00:00:40:510,4.749,0.495,1.9,1.9,null
00:00:40:520,4.749,0.495,1.9,1.9,null
00:00:40:530,4.749,0.495,1.9,1.9,null
00:00:40:540,4.750,0.495,1.9,1.9,null
00:00:40:550,4.750,0.495,1.9,1.9,null
00:00:40:560,4.750,0.495,1.9,1.9,null
00:00:40:570,4.750,0.495,1.9,1.9,null
00:00:40:580,4.750,0.495,1.9,1.9,null
00:00:40:590,4.750,0.495,1.9,1.9,null
00:00:40:600,4.750,0.495,1.9,1.9,null
00:00:40:610,4.750,0.495,1.9,1.9,null
00:00:40:620,4.750,0.495,1.9,1.9,null
00:00:40:630,4.750,0.495,1.9,1.9,null
00:00:40:640,4.750,0.495,1.9,1.9,null
00:00:40:650,4.750,0.495,1.9,1.9,null
00:00:40:660,4.750,0.495,1.9,1.9,null
00:00:40:670,4.750,0.495,1.9,1.9,null
00:00:40:680,4.750,0.495,1.9,1.9,null
00:00:40:690,4.750,0.495,1.9,1.9,null
00:00:40:700,4.750,0.495,1.9,1.9,null
00:00:40:710,4.750,0.495,1.9,1.9,null
00:00:40:720,4.750,0.495,1.9,1.9,null
00:00:40:730,4.750,0.495,1.9,1.9,null
00:00:40:740,4.750,0.495,1.9,1.9,null
00:00:40:750,4.750,0.495,1.9,1.9,null
00:00:40:760,4.750,0.495,1.9,1.9,null
00:00:40:770,4.750,0.495,1.9,1.9,null
00:00:40:780,4.750,0.495,1.9,1.9,null
00:00:40:790,4.750,0.495,1.9,1.9,null
00:00:40:800,4.750,0.495,1.9,1.9,null
00:00:40:810,4.750,0.495,1.9,1.9,null
00:00:40:820,4.750,0.495,1.9,1.9,null
00:00:40:830,4.750,0.495,1.9,1.9,null
00:00:40:840,4.750,0.495,1.9,1.9,null
00:00:40:850,4.750,0.495,1.9,1.9,null
00:00:40:860,4.750,0.495,1.9,1.9,null
00:00:40:870,4.750,0.495,1.9,1.9,null
00:00:40:880,4.750,0.495,1.9,1.9,null
00:00:40:890,4.750,0.495,1.9,1.9,null
00:00:40:900,4.750,0.495,1.9,1.9,null
00:00:40:910,4.750,0.495,1.9,1.9,null
00:00:40:920,4.750,0.495,1.9,1.9,null
00:00:40:930,4.750,0.495,1.9,1.9,null
00:00:40:940,4.750,0.495,1.9,1.9,null
00:00:40:950,4.750,0.495,1.9,1.9,null
00:00:40:960,4.750,0.495,1.9,1.9,null
00:00:40:970,4.750,0.495,1.9,1.9,null
00:00:40:980,4.750,0.495,1.9,1.9,null
00:00:40:990,4.750,0.495,1.9,1.9,null
00:00:41:000,4.750,0.495,1.9,1.9,null
00:00:41:010,4.750,0.495,1.9,1.9,null
00:00:41:020,4.750,0.495,1.9,1.9,null
00:00:41:030,4.750,0.495,1.9,1.9,null
00:00:41:040,4.750,0.495,1.9,1.9,null
00:00:41:050,4.750,0.495,1.9,1.9,null
00:00:41:060,4.750,0.495,1.9,1.9,null
00:00:41:070,4.750,0.495,1.9,1.9,null
00:00:41:080,4.750,0.495,1.9,1.9,null
00:00:41:090,4.750,0.495,1.9,1.9,null
00:00:41:100,4.750,0.495,1.9,1.9,null
00:00:41:110,4.750,0.495,1.9,1.9,null
00:00:41:120,4.750,0.495,1.9,1.9,null
00:00:41:130,4.750,0.495,1.9,1.9,null
00:00:41:140,4.750,0.495,1.9,1.9,null
00:00:41:150,4.750,0.495,1.9,1.9,null
00:00:41:160,4.750,0.495,1.9,1.9,null
00:00:41:170,4.750,0.495,1.9,1.9,null
00:00:41:180,4.750,0.495,1.9,1.9,null
00:00:41:190,4.750,0.495,1.9,1.9,null
00:00:41:200,4.750,0.495,1.9,1.9,null
00:00:41:210,4.750,0.495,1.9,1.9,null
00:00:41:220,4.750,0.495,1.9,1.9,null
00:00:41:230,4.750,0.495,1.9,1.9,null
00:00:41:240,4.750,0.495,1.9,1.9,null
00:00:41:250,4.750,0.495,1.9,1.9,null
00:00:41:260,4.750,0.495,1.9,1.9,null
00:00:41:270,4.750,0.495,1.9,1.9,null
00:00:41:280,4.750,0.495,1.9,1.9,null
00:00:41:290,4.750,0.495,1.9,1.9,null
00:00:41:300,4.750,0.495,1.9,1.9,null
00:00:41:310,4.750,0.495,1.9,1.9,null
00:00:41:320,4.750,0.495,1.9,1.9,null
00:00:41:330,4.750,0.495,1.9,1.9,null
00:00:41:340,4.750,0.495,1.9,1.9,null
00:00:41:350,4.750,0.495,1.9,1.9,null
00:00:41:360,4.750,0.495,1.9,1.9,null
00:00:41:370,4.750,0.495,1.9,1.9,null
00:00:41:380,4.750,0.495,1.9,1.9,null
00:00:41:390,4.750,0.495,1.9,1.9,null
00:00:41:400,4.750,0.495,1.9,1.9,null
00:00:41:410,4.750,0.495,1.9,1.9,null
00:00:41:420,4.750,0.495,1.9,1.9,null
00:00:41:430,4.750,0.495,1.9,1.9,null
00:00:41:440,4.750,0.495,1.9,1.9,null
00:00:41:450,4.750,0.495,1.9,1.9,null
00:00:41:460,4.750,0.495,1.9,1.9,null
00:00:41:470,4.750,0.495,1.9,1.9,null
00:00:41:480,4.750,0.495,1.9,1.9,null
00:00:41:490,4.750,0.495,1.9,1.9,null
00:00:41:500,4.750,0.495,1.9,1.9,null
00:00:41:510,4.750,0.495,1.9,1.9,null
00:00:41:520,4.750,0.495,1.9,1.9,null
00:00:41:530,4.750,0.495,1.9,1.9,null
00:00:41:540,4.750,0.495,1.9,1.9,null
00:00:41:550,4.750,0.495,1.9,1.9,null
00:00:41:560,4.750,0.495,1.9,1.9,null
00:00:41:570,4.750,0.495,1.9,1.9,null
00:00:41:580,4.750,0.495,1.9,1.9,null
00:00:41:590,4.750,0.495,1.9,1.9,null
00:00:41:600,4.750,0.495,1.9,1.9,null
00:00:41:610,4.750,0.495,1.9,1.9,null
00:00:41:620,4.750,0.495,1.9,1.9,null
00:00:41:630,4.750,0.495,1.9,1.9,null
00:00:41:640,4.750,0.495,1.9,1.9,null
00:00:41:650,4.750,0.495,1.9,1.9,null
00:00:41:660,4.750,0.495,1.9,1.9,null
00:00:41:670,4.750,0.495,1.9,1.9,null
00:00:41:680,4.750,0.495,1.9,1.9,null
00:00:41:690,4.750,0.495,1.9,1.9,null
00:00:41:700,4.750,0.495,1.9,1.9,null
00:00:41:710,4.750,0.495,1.9,1.9,null
00:00:41:720,4.750,0.495,1.9,1.9,null
00:00:41:730,4.750,0.495,1.9,1.9,null
00:00:41:740,4.749,0.495,1.9,1.9,null
00:00:41:750,4.749,0.495,1.9,1.9,null
00:00:41:760,4.749,0.495,1.9,1.9,null
00:00:41:770,4.749,0.495,1.9,1.9,null
00:00:41:780,4.749,0.495,1.9,1.9,null
00:00:41:790,4.749,0.495,1.9,1.9,null
00:00:41:800,4.749,0.495,1.9,1.9,null
00:00:41:810,4.749,0.495,1.9,1.9,null
00:00:41:820,4.749,0.495,1.9,1.9,null
00:00:41:830,4.749,0.495,1.9,1.9,null
00:00:41:840,4.749,0.495,1.9,1.9,null
00:00:41:850,4.749,0.495,1.9,1.9,null
00:00:41:860,4.749,0.495,1.9,1.9,null
00:00:41:870,4.749,0.495,1.9,1.9,null
00:00:41:880,4.749,0.495,1.9,1.9,null
00:00:41:890,4.749,0.495,1.9,1.9,null
00:00:41:900,4.749,0.495,1.9,1.9,null
00:00:41:910,4.749,0.495,1.9,1.9,null
00:00:41:920,4.749,0.495,1.9,1.9,null
00:00:41:930,4.749,0.495,1.9,1.9,null
00:00:41:940,4.749,0.495,1.9,1.9,null
00:00:41:950,4.749,0.495,1.9,1.9,null
00:00:41:960,4.749,0.495,1.9,1.9,null
00:00:41:970,4.749,0.495,1.9,1.9,null
00:00:41:980,4.749,0.495,1.9,1.9,null
00:00:41:990,4.749,0.495,1.9,1.9,null
00:00:42:000,4.749,0.495,1.9,1.9,null
00:00:42:010,4.749,0.495,1.9,1.9,null
00:00:42:020,4.749,0.495,1.9,1.9,null
00:00:42:030,4.749,0.495,1.9,1.9,null
00:00:42:040,4.749,0.495,1.9,1.9,null
00:00:42:050,4.749,0.495,1.9,1.9,null
00:00:42:060,4.749,0.495,1.9,1.9,null
00:00:42:070,4.749,0.495,1.9,1.9,null
00:00:42:080,4.749,0.495,1.9,1.9,null
00:00:42:090,4.749,0.495,1.9,1.9,null
00:00:42:100,4.749,0.495,1.9,1.9,null
00:00:42:110,4.749,0.495,1.9,1.9,null
00:00:42:120,4.749,0.495,1.9,1.9,null
00:00:42:130,4.749,0.495,1.9,1.9,null
00:00:42:140,4.749,0.495,1.9,1.9,null
00:00:42:150,4.749,0.495,1.9,1.9,null
00:00:42:160,4.749,0.495,1.9,1.9,null
00:00:42:170,4.749,0.495,1.9,1.9,null
00:00:42:180,4.749,0.495,1.9,1.9,null
00:00:42:190,4.749,0.495,1.9,1.9,null
00:00:42:200,4.749,0.495,1.9,1.9,null
00:00:42:210,4.749,0.495,1.9,1.9,null
00:00:42:220,4.749,0.495,1.9,1.9,null
00:00:42:230,4.749,0.495,1.9,1.9,null
00:00:42:240,4.749,0.495,1.9,1.9,null
00:00:42:250,4.749,0.495,1.9,1.9,null
00:00:42:260,4.749,0.495,1.9,1.9,null
00:00:42:270,4.749,0.495,1.9,1.9,null
00:00:42:280,4.749,0.495,1.9,1.9,null
00:00:42:290,4.749,0.495,1.9,1.9,null
00:00:42:300,4.749,0.495,1.9,1.9,null
00:00:42:310,4.749,0.495,1.9,1.9,null
00:00:42:320,4.749,0.495,1.9,1.9,null
00:00:42:330,4.749,0.495,1.9,1.9,null
00:00:42:340,4.749,0.495,1.9,1.9,null
00:00:42:350,4.749,0.495,1.9,1.9,null
00:00:42:360,4.749,0.495,1.9,1.9,null
00:00:42:370,4.749,0.495,1.9,1.9,null
00:00:42:380,4.749,0.495,1.9,1.9,null
00:00:42:390,4.749,0.495,1.9,1.9,null
00:00:42:400,4.749,0.495,1.9,1.9,null
00:00:42:410,4.749,0.495,1.9,1.9,null
00:00:42:420,4.749,0.495,1.9,1.9,null
00:00:42:430,4.749,0.495,1.9,1.9,null
00:00:42:440,4.749,0.495,1.9,1.9,null
00:00:42:450,4.749,0.495,1.9,1.9,null
00:00:42:460,4.749,0.495,1.9,1.9,null
00:00:42:470,4.749,0.495,1.9,1.9,null
00:00:42:480,4.749,0.495,1.9,1.9,null
00:00:42:490,4.749,0.495,1.9,1.9,null
00:00:42:500,4.749,0.495,1.9,1.9,null
00:00:42:510,4.749,0.495,1.9,1.9,null
00:00:42:520,4.749,0.495,1.9,1.9,null
00:00:42:530,4.749,0.495,1.9,1.9,null
00:00:42:540,4.749,0.495,1.9,1.9,null
00:00:42:550,4.749,0.495,1.9,1.9,null
00:00:42:560,4.749,0.495,1.9,1.9,null
00:00:42:570,4.749,0.495,1.9,1.9,null
00:00:42:580,4.749,0.495,1.9,1.9,null
00:00:42:590,4.749,0.495,1.9,1.9,null
00:00:42:600,4.749,0.495,1.9,1.9,null
00:00:42:610,4.749,0.495,1.9,1.9,null
00:00:42:620,4.749,0.495,1.9,1.9,null
00:00:42:630,4.749,0.495,1.9,1.9,null
00:00:42:640,4.749,0.495,1.9,1.9,null
00:00:42:650,4.749,0.495,1.9,1.9,null
00:00:42:660,4.749,0.495,1.9,1.9,null
00:00:42:670,4.749,0.495,1.9,1.9,null
00:00:42:680,4.749,0.495,1.9,1.9,null
00:00:42:690,4.749,0.495,1.9,1.9,null
00:00:42:700,4.749,0.495,1.9,1.9,null
00:00:42:710,4.749,0.495,1.9,1.9,null
00:00:42:720,4.749,0.495,1.9,1.9,null
00:00:42:730,4.749,0.495,1.9,1.9,null
00:00:42:740,4.749,0.495,1.9,1.9,null
00:00:42:750,4.749,0.495,1.9,1.9,null
00:00:42:760,4.749,0.495,1.9,1.9,null
00:00:42:770,4.749,0.495,1.9,1.9,null
00:00:42:780,4.749,0.495,1.9,1.9,null
00:00:42:790,4.749,0.495,1.9,1.9,null
00:00:42:800,4.749,0.495,1.9,1.9,null
00:00:42:810,4.749,0.495,1.9,1.9,null
00:00:42:820,4.749,0.495,1.9,1.9,null
00:00:42:830,4.749,0.495,1.9,1.9,null
00:00:42:840,4.749,0.495,1.9,1.9,null
00:00:42:850,4.749,0.495,1.9,1.9,null
00:00:42:860,4.749,0.495,1.9,1.9,null
00:00:42:870,4.749,0.495,1.9,1.9,null
00:00:42:880,4.749,0.495,1.9,1.9,null
00:00:42:890,4.749,0.495,1.9,1.9,null
00:00:42:900,4.749,0.495,1.9,1.9,null
00:00:42:910,4.749,0.495,1.9,1.9,null
00:00:42:920,4.749,0.495,1.9,1.9,null
00:00:42:930,4.749,0.495,1.9,1.9,null
00:00:42:940,4.749,0.495,1.9,1.9,null
00:00:42:950,4.749,0.495,1.9,1.9,null
00:00:42:960,4.749,0.495,1.9,1.9,null
00:00:42:970,4.749,0.495,1.9,1.9,null
00:00:42:980,4.749,0.495,1.9,1.9,null
00:00:42:990,4.749,0.495,1.9,1.9,null
00:00:43:000,4.749,0.495,1.9,1.9,null
00:00:43:010,4.749,0.495,1.9,1.9,null
00:00:43:020,4.749,0.495,1.9,1.9,null
00:00:43:030,4.749,0.495,1.9,1.9,null
00:00:43:040,4.749,0.495,1.9,1.9,null
00:00:43:050,4.749,0.495,1.9,1.9,null
00:00:43:060,4.749,0.495,1.9,1.9,null
00:00:43:070,4.749,0.495,1.9,1.9,null
00:00:43:080,4.749,0.495,1.9,1.9,null
00:00:43:090,4.749,0.495,1.9,1.9,null
00:00:43:100,4.749,0.495,1.9,1.9,null
00:00:43:110,4.749,0.495,1.9,1.9,null
00:00:43:120,4.749,0.495,1.9,1.9,null
00:00:43:130,4.749,0.495,1.9,1.9,null
00:00:43:140,4.749,0.495,1.9,1.9,null
00:00:43:150,4.749,0.495,1.9,1.9,null
00:00:43:160,4.749,0.495,1.9,1.9,null
00:00:43:170,4.749,0.495,1.9,1.9,null
00:00:43:180,4.749,0.495,1.9,1.9,null
00:00:43:190,4.749,0.495,1.9,1.9,null
00:00:43:200,4.749,0.495,1.9,1.9,null
00:00:43:210,4.749,0.495,1.9,1.9,null
00:00:43:220,4.749,0.495,1.9,1.9,null
00:00:43:230,4.749,0.495,1.9,1.9,null
00:00:43:240,4.749,0.495,1.9,1.9,null
00:00:43:250,4.749,0.495,1.9,1.9,null
00:00:43:260,4.749,0.495,1.9,1.9,null
00:00:43:270,4.749,0.495,1.9,1.9,null
00:00:43:280,4.749,0.495,1.9,1.9,null
00:00:43:290,4.749,0.495,1.9,1.9,null
00:00:43:300,4.749,0.495,1.9,1.9,null
00:00:43:310,4.749,0.495,1.9,1.9,null
00:00:43:320,4.749,0.495,1.9,1.9,null
00:00:43:330,4.749,0.495,1.9,1.9,null
00:00:43:340,4.749,0.495,1.9,1.9,null
00:00:43:350,4.749,0.495,1.9,1.9,null
00:00:43:360,4.749,0.495,1.9,1.9,null
00:00:43:370,4.749,0.495,1.9,1.9,null
00:00:43:380,4.749,0.495,1.9,1.9,null
00:00:43:390,4.749,0.495,1.9,1.9,null
00:00:43:400,4.749,0.495,1.9,1.9,null
00:00:43:410,4.749,0.495,1.9,1.9,null
00:00:43:420,4.749,0.495,1.9,1.9,null
00:00:43:430,4.749,0.495,1.9,1.9,null
00:00:43:440,4.749,0.495,1.9,1.9,null
00:00:43:450,4.749,0.495,1.9,1.9,null
00:00:43:460,4.749,0.495,1.9,1.9,null
00:00:43:470,4.749,0.495,1.9,1.9,null
00:00:43:480,4.749,0.495,1.9,1.9,null
00:00:43:490,4.749,0.495,1.9,1.9,null
00:00:43:500,4.749,0.495,1.9,1.9,null
00:00:43:510,4.749,0.495,1.9,1.9,null
00:00:43:520,4.749,0.495,1.9,1.9,null
00:00:43:530,4.749,0.495,1.9,1.9,null
00:00:43:540,4.749,0.495,1.9,1.9,null
00:00:43:550,4.749,0.495,1.9,1.9,null
00:00:43:560,4.749,0.495,1.9,1.9,null
00:00:43:570,4.749,0.495,1.9,1.9,null
00:00:43:580,4.749,0.495,1.9,1.9,null
00:00:43:590,4.749,0.495,1.9,1.9,null
00:00:43:600,4.749,0.495,1.9,1.9,null
00:00:43:610,4.749,0.495,1.9,1.9,null
00:00:43:620,4.749,0.495,1.9,1.9,null
00:00:43:630,4.749,0.495,1.9,1.9,null
00:00:43:640,4.749,0.495,1.9,1.9,null
00:00:43:650,4.749,0.495,1.9,1.9,null
00:00:43:660,4.749,0.495,1.9,1.9,null
00:00:43:670,4.749,0.495,1.9,1.9,null
00:00:43:680,4.749,0.495,1.9,1.9,null
00:00:43:690,4.749,0.495,1.9,1.9,null
00:00:43:700,4.749,0.495,1.9,1.9,null
00:00:43:710,4.749,0.495,1.9,1.9,null
00:00:43:720,4.749,0.495,1.9,1.9,null
00:00:43:730,4.749,0.495,1.9,1.9,null
00:00:43:740,4.749,0.495,1.9,1.9,null
00:00:43:750,4.749,0.495,1.9,1.9,null
00:00:43:760,4.749,0.495,1.9,1.9,null
00:00:43:770,4.749,0.495,1.9,1.9,null
00:00:43:780,4.749,0.495,1.9,1.9,null
00:00:43:790,4.749,0.495,1.9,1.9,null
00:00:43:800,4.749,0.495,1.9,1.9,null
00:00:43:810,4.749,0.495,1.9,1.9,null
00:00:43:820,4.749,0.495,1.9,1.9,null
00:00:43:830,4.749,0.495,1.9,1.9,null
00:00:43:840,4.749,0.495,1.9,1.9,null
00:00:43:850,4.749,0.495,1.9,1.9,null
00:00:43:860,4.749,0.495,1.9,1.9,null
00:00:43:870,4.749,0.495,1.9,1.9,null
00:00:43:880,4.749,0.495,1.9,1.9,null
00:00:43:890,4.749,0.495,1.9,1.9,null
00:00:43:900,4.749,0.495,1.9,1.9,null
00:00:43:910,4.749,0.495,1.9,1.9,null
00:00:43:920,4.749,0.495,1.9,1.9,null
00:00:43:930,4.749,0.495,1.9,1.9,null
00:00:43:940,4.749,0.495,1.9,1.9,null
00:00:43:950,4.749,0.495,1.9,1.9,null
00:00:43:960,4.749,0.495,1.9,1.9,null
00:00:43:970,4.749,0.495,1.9,1.9,null
00:00:43:980,4.749,0.495,1.9,1.9,null
00:00:43:990,4.749,0.495,1.9,1.9,null
00:00:44:000,4.749,0.495,1.9,1.9,null
00:00:44:010,4.749,0.495,1.9,1.9,null
00:00:44:020,4.749,0.495,1.9,1.9,null
00:00:44:030,4.749,0.495,1.9,1.9,null
00:00:44:040,4.749,0.495,1.9,1.9,null
00:00:44:050,4.749,0.495,1.9,1.9,null
00:00:44:060,4.749,0.495,1.9,1.9,null
00:00:44:070,4.749,0.495,1.9,1.9,null
00:00:44:080,4.749,0.495,1.9,1.9,null
00:00:44:090,4.749,0.495,1.9,1.9,null
00:00:44:100,4.749,0.495,1.9,1.9,null
00:00:44:110,4.749,0.495,1.9,1.9,null
00:00:44:120,4.749,0.495,1.9,1.9,null
00:00:44:130,4.749,0.495,1.9,1.9,null
00:00:44:140,4.749,0.495,1.9,1.9,null
00:00:44:150,4.749,0.495,1.9,1.9,null
00:00:44:160,4.749,0.495,1.9,1.9,null
00:00:44:170,4.749,0.495,1.9,1.9,null
00:00:44:180,4.749,0.495,1.9,1.9,null
00:00:44:190,4.749,0.495,1.9,1.9,null
00:00:44:200,4.749,0.495,1.9,1.9,null
00:00:44:210,4.749,0.495,1.9,1.9,null
00:00:44:220,4.749,0.495,1.9,1.9,null
00:00:44:230,4.749,0.495,1.9,1.9,null
00:00:44:240,4.749,0.495,1.9,1.9,null
00:00:44:250,4.749,0.495,1.9,1.9,null
