??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:02:31:640,4.749,0.496,1.9,1.9,null
00:02:31:650,4.749,0.496,1.9,1.9,null
00:02:31:660,4.749,0.496,1.9,1.9,null
00:02:31:670,4.749,0.496,1.9,1.9,null
00:02:31:680,4.749,0.496,1.9,1.9,null
00:02:31:690,4.749,0.496,1.9,1.9,null
00:02:31:700,4.749,0.496,1.9,1.9,null
00:02:31:710,4.749,0.496,1.9,1.9,null
00:02:31:720,4.749,0.496,1.9,1.9,null
00:02:31:730,4.749,0.496,1.9,1.9,null
00:02:31:740,4.749,0.496,1.9,1.9,null
00:02:31:750,4.749,0.496,1.9,1.9,null
00:02:31:760,4.749,0.496,1.9,1.9,null
00:02:31:770,4.749,0.496,1.9,1.9,null
00:02:31:780,4.749,0.496,1.9,1.9,null
00:02:31:790,4.749,0.496,1.9,1.9,null
00:02:31:800,4.749,0.496,1.9,1.9,null
00:02:31:810,4.749,0.496,1.9,1.9,null
00:02:31:820,4.749,0.496,1.9,1.9,null
00:02:31:830,4.749,0.496,1.9,1.9,null
00:02:31:840,4.749,0.496,1.9,1.9,null
00:02:31:850,4.749,0.496,1.9,1.9,null
00:02:31:860,4.749,0.496,1.9,1.9,null
00:02:31:870,4.749,0.496,1.9,1.9,null
00:02:31:880,4.749,0.496,1.9,1.9,null
00:02:31:890,4.749,0.496,1.9,1.9,null
00:02:31:900,4.749,0.496,1.9,1.9,null
00:02:31:910,4.749,0.496,1.9,1.9,null
00:02:31:920,4.749,0.496,1.9,1.9,null
00:02:31:930,4.749,0.496,1.9,1.9,null
00:02:31:940,4.749,0.496,1.9,1.9,null
00:02:31:950,4.749,0.496,1.9,1.9,null
00:02:31:960,4.749,0.496,1.9,1.9,null
00:02:31:970,4.749,0.496,1.9,1.9,null
00:02:31:980,4.749,0.496,1.9,1.9,null
00:02:31:990,4.749,0.496,1.9,1.9,null
00:02:32:000,4.749,0.496,1.9,1.9,null
00:02:32:010,4.749,0.496,1.9,1.9,null
00:02:32:020,4.749,0.496,1.9,1.9,null
00:02:32:030,4.749,0.496,1.9,1.9,null
00:02:32:040,4.749,0.496,1.9,1.9,null
00:02:32:050,4.749,0.496,1.9,1.9,null
00:02:32:060,4.749,0.496,1.9,1.9,null
00:02:32:070,4.749,0.496,1.9,1.9,null
00:02:32:080,4.749,0.496,1.9,1.9,null
00:02:32:090,4.749,0.496,1.9,1.9,null
00:02:32:100,4.749,0.496,1.9,1.9,null
00:02:32:110,4.749,0.496,1.9,1.9,null
00:02:32:120,4.749,0.496,1.9,1.9,null
00:02:32:130,4.749,0.496,1.9,1.9,null
00:02:32:140,4.749,0.496,1.9,1.9,null
00:02:32:150,4.749,0.496,1.9,1.9,null
00:02:32:160,4.749,0.496,1.9,1.9,null
00:02:32:170,4.749,0.496,1.9,1.9,null
00:02:32:180,4.749,0.496,1.9,1.9,null
00:02:32:190,4.749,0.496,1.9,1.9,null
00:02:32:200,4.749,0.496,1.9,1.9,null
00:02:32:210,4.749,0.496,1.9,1.9,null
00:02:32:220,4.749,0.496,1.9,1.9,null
00:02:32:230,4.749,0.496,1.9,1.9,null
00:02:32:240,4.749,0.496,1.9,1.9,null
00:02:32:250,4.749,0.496,1.9,1.9,null
00:02:32:260,4.749,0.496,1.9,1.9,null
00:02:32:270,4.749,0.496,1.9,1.9,null
00:02:32:280,4.749,0.496,1.9,1.9,null
00:02:32:290,4.749,0.496,1.9,1.9,null
00:02:32:300,4.749,0.496,1.9,1.9,null
00:02:32:310,4.749,0.496,1.9,1.9,null
00:02:32:320,4.749,0.496,1.9,1.9,null
00:02:32:330,4.749,0.496,1.9,1.9,null
00:02:32:340,4.749,0.496,1.9,1.9,null
00:02:32:350,4.749,0.496,1.9,1.9,null
00:02:32:360,4.749,0.496,1.9,1.9,null
00:02:32:370,4.749,0.496,1.9,1.9,null
00:02:32:380,4.749,0.496,1.9,1.9,null
00:02:32:390,4.749,0.496,1.9,1.9,null
00:02:32:400,4.749,0.496,1.9,1.9,null
00:02:32:410,4.749,0.496,1.9,1.9,null
00:02:32:420,4.749,0.496,1.9,1.9,null
00:02:32:430,4.749,0.496,1.9,1.9,null
00:02:32:440,4.749,0.496,1.9,1.9,null
00:02:32:450,4.749,0.496,1.9,1.9,null
00:02:32:460,4.749,0.496,1.9,1.9,null
00:02:32:470,4.749,0.496,1.9,1.9,null
00:02:32:480,4.749,0.496,1.9,1.9,null
00:02:32:490,4.749,0.496,1.9,1.9,null
00:02:32:500,4.749,0.496,1.9,1.9,null
00:02:32:510,4.749,0.496,1.9,1.9,null
00:02:32:520,4.749,0.496,1.9,1.9,null
00:02:32:530,4.749,0.496,1.9,1.9,null
00:02:32:540,4.749,0.496,1.9,1.9,null
00:02:32:550,4.749,0.496,1.9,1.9,null
00:02:32:560,4.749,0.496,1.9,1.9,null
00:02:32:570,4.749,0.496,1.9,1.9,null
00:02:32:580,4.749,0.496,1.9,1.9,null
00:02:32:590,4.749,0.496,1.9,1.9,null
00:02:32:600,4.749,0.496,1.9,1.9,null
00:02:32:610,4.749,0.496,1.9,1.9,null
00:02:32:620,4.749,0.496,1.9,1.9,null
00:02:32:630,4.749,0.496,1.9,1.9,null
00:02:32:640,4.749,0.496,1.9,1.9,null
00:02:32:650,4.749,0.496,1.9,1.9,null
00:02:32:660,4.749,0.496,1.9,1.9,null
00:02:32:670,4.749,0.496,1.9,1.9,null
00:02:32:680,4.749,0.496,1.9,1.9,null
00:02:32:690,4.749,0.496,1.9,1.9,null
00:02:32:700,4.749,0.496,1.9,1.9,null
00:02:32:710,4.749,0.496,1.9,1.9,null
00:02:32:720,4.749,0.496,1.9,1.9,null
00:02:32:730,4.749,0.496,1.9,1.9,null
00:02:32:740,4.749,0.496,1.9,1.9,null
00:02:32:750,4.749,0.496,1.9,1.9,null
00:02:32:760,4.749,0.496,1.9,1.9,null
00:02:32:770,4.749,0.496,1.9,1.9,null
00:02:32:780,4.749,0.496,1.9,1.9,null
00:02:32:790,4.749,0.496,1.9,1.9,null
00:02:32:800,4.749,0.496,1.9,1.9,null
00:02:32:810,4.749,0.496,1.9,1.9,null
00:02:32:820,4.749,0.496,1.9,1.9,null
00:02:32:830,4.749,0.496,1.9,1.9,null
00:02:32:840,4.749,0.496,1.9,1.9,null
00:02:32:850,4.749,0.496,1.9,1.9,null
00:02:32:860,4.749,0.496,1.9,1.9,null
00:02:32:870,4.749,0.496,1.9,1.9,null
00:02:32:880,4.749,0.496,1.9,1.9,null
00:02:32:890,4.749,0.496,1.9,1.9,null
00:02:32:900,4.749,0.496,1.9,1.9,null
00:02:32:910,4.749,0.496,1.9,1.9,null
00:02:32:920,4.749,0.496,1.9,1.9,null
00:02:32:930,4.749,0.496,1.9,1.9,null
00:02:32:940,4.749,0.496,1.9,1.9,null
00:02:32:950,4.749,0.496,1.9,1.9,null
00:02:32:960,4.749,0.496,1.9,1.9,null
00:02:32:970,4.749,0.496,1.9,1.9,null
00:02:32:980,4.749,0.496,1.9,1.9,null
00:02:32:990,4.749,0.496,1.9,1.9,null
00:02:33:000,4.749,0.496,1.9,1.9,null
00:02:33:010,4.749,0.496,1.9,1.9,null
00:02:33:020,4.749,0.496,1.9,1.9,null
00:02:33:030,4.749,0.496,1.9,1.9,null
00:02:33:040,4.749,0.496,1.9,1.9,null
00:02:33:050,4.749,0.496,1.9,1.9,null
00:02:33:060,4.749,0.496,1.9,1.9,null
00:02:33:070,4.749,0.496,1.9,1.9,null
00:02:33:080,4.749,0.496,1.9,1.9,null
00:02:33:090,4.749,0.496,1.9,1.9,null
00:02:33:100,4.749,0.496,1.9,1.9,null
00:02:33:110,4.749,0.496,1.9,1.9,null
00:02:33:120,4.749,0.496,1.9,1.9,null
00:02:33:130,4.749,0.496,1.9,1.9,null
00:02:33:140,4.749,0.496,1.9,1.9,null
00:02:33:150,4.749,0.496,1.9,1.9,null
00:02:33:160,4.749,0.496,1.9,1.9,null
00:02:33:170,4.749,0.496,1.9,1.9,null
00:02:33:180,4.749,0.496,1.9,1.9,null
00:02:33:190,4.749,0.496,1.9,1.9,null
00:02:33:200,4.749,0.496,1.9,1.9,null
00:02:33:210,4.749,0.496,1.9,1.9,null
00:02:33:220,4.749,0.496,1.9,1.9,null
00:02:33:230,4.749,0.496,1.9,1.9,null
00:02:33:240,4.749,0.496,1.9,1.9,null
00:02:33:250,4.749,0.496,1.9,1.9,null
00:02:33:260,4.749,0.496,1.9,1.9,null
00:02:33:270,4.749,0.496,1.9,1.9,null
00:02:33:280,4.749,0.496,1.9,1.9,null
00:02:33:290,4.749,0.496,1.9,1.9,null
00:02:33:300,4.749,0.496,1.9,1.9,null
00:02:33:310,4.749,0.496,1.9,1.9,null
00:02:33:320,4.749,0.496,1.9,1.9,null
00:02:33:330,4.749,0.496,1.9,1.9,null
00:02:33:340,4.749,0.496,1.9,1.9,null
00:02:33:350,4.749,0.496,1.9,1.9,null
00:02:33:360,4.749,0.496,1.9,1.9,null
00:02:33:370,4.749,0.496,1.9,1.9,null
00:02:33:380,4.749,0.496,1.9,1.9,null
00:02:33:390,4.749,0.496,1.9,1.9,null
00:02:33:400,4.749,0.496,1.9,1.9,null
00:02:33:410,4.749,0.496,1.9,1.9,null
00:02:33:420,4.749,0.496,1.9,1.9,null
00:02:33:430,4.749,0.496,1.9,1.9,null
00:02:33:440,4.749,0.496,1.9,1.9,null
00:02:33:450,4.749,0.496,1.9,1.9,null
00:02:33:460,4.749,0.496,1.9,1.9,null
00:02:33:470,4.749,0.496,1.9,1.9,null
00:02:33:480,4.749,0.496,1.9,1.9,null
00:02:33:490,4.749,0.496,1.9,1.9,null
00:02:33:500,4.749,0.496,1.9,1.9,null
00:02:33:510,4.749,0.496,1.9,1.9,null
00:02:33:520,4.749,0.496,1.9,1.9,null
00:02:33:530,4.749,0.496,1.9,1.9,null
00:02:33:540,4.749,0.496,1.9,1.9,null
00:02:33:550,4.749,0.496,1.9,1.9,null
00:02:33:560,4.749,0.496,1.9,1.9,null
00:02:33:570,4.749,0.496,1.9,1.9,null
00:02:33:580,4.749,0.496,1.9,1.9,null
00:02:33:590,4.749,0.496,1.9,1.9,null
00:02:33:600,4.749,0.496,1.9,1.9,null
00:02:33:610,4.749,0.496,1.9,1.9,null
00:02:33:620,4.749,0.496,1.9,1.9,null
00:02:33:630,4.749,0.496,1.9,1.9,null
00:02:33:640,4.749,0.496,1.9,1.9,null
00:02:33:650,4.749,0.496,1.9,1.9,null
00:02:33:660,4.749,0.496,1.9,1.9,null
00:02:33:670,4.749,0.496,1.9,1.9,null
00:02:33:680,4.749,0.496,1.9,1.9,null
00:02:33:690,4.749,0.496,1.9,1.9,null
00:02:33:700,4.749,0.496,1.9,1.9,null
00:02:33:710,4.749,0.496,1.9,1.9,null
00:02:33:720,4.749,0.496,1.9,1.9,null
00:02:33:730,4.749,0.496,1.9,1.9,null
00:02:33:740,4.749,0.496,1.9,1.9,null
00:02:33:750,4.749,0.496,1.9,1.9,null
00:02:33:760,4.749,0.496,1.9,1.9,null
00:02:33:770,4.749,0.496,1.9,1.9,null
00:02:33:780,4.749,0.496,1.9,1.9,null
00:02:33:790,4.749,0.496,1.9,1.9,null
00:02:33:800,4.749,0.496,1.9,1.9,null
00:02:33:810,4.749,0.496,1.9,1.9,null
00:02:33:820,4.749,0.496,1.9,1.9,null
00:02:33:830,4.749,0.496,1.9,1.9,null
00:02:33:840,4.749,0.496,1.9,1.9,null
00:02:33:850,4.749,0.496,1.9,1.9,null
00:02:33:860,4.749,0.496,1.9,1.9,null
00:02:33:870,4.749,0.496,1.9,1.9,null
00:02:33:880,4.749,0.496,1.9,1.9,null
00:02:33:890,4.749,0.496,1.9,1.9,null
00:02:33:900,4.749,0.496,1.9,1.9,null
00:02:33:910,4.749,0.496,1.9,1.9,null
00:02:33:920,4.749,0.496,1.9,1.9,null
00:02:33:930,4.749,0.496,1.9,1.9,null
00:02:33:940,4.749,0.496,1.9,1.9,null
00:02:33:950,4.749,0.496,1.9,1.9,null
00:02:33:960,4.749,0.496,1.9,1.9,null
00:02:33:970,4.749,0.496,1.9,1.9,null
00:02:33:980,4.749,0.496,1.9,1.9,null
00:02:33:990,4.749,0.496,1.9,1.9,null
00:02:34:000,4.749,0.496,1.9,1.9,null
00:02:34:010,4.749,0.496,1.9,1.9,null
00:02:34:020,4.749,0.496,1.9,1.9,null
00:02:34:030,4.749,0.496,1.9,1.9,null
00:02:34:040,4.749,0.496,1.9,1.9,null
00:02:34:050,4.749,0.496,1.9,1.9,null
00:02:34:060,4.749,0.496,1.9,1.9,null
00:02:34:070,4.749,0.496,1.9,1.9,null
00:02:34:080,4.749,0.496,1.9,1.9,null
00:02:34:090,4.749,0.496,1.9,1.9,null
00:02:34:100,4.749,0.496,1.9,1.9,null
00:02:34:110,4.749,0.496,1.9,1.9,null
00:02:34:120,4.749,0.496,1.9,1.9,null
00:02:34:130,4.749,0.496,1.9,1.9,null
00:02:34:140,4.749,0.496,1.9,1.9,null
00:02:34:150,4.749,0.496,1.9,1.9,null
00:02:34:160,4.749,0.496,1.9,1.9,null
00:02:34:170,4.749,0.496,1.9,1.9,null
00:02:34:180,4.749,0.496,1.9,1.9,null
00:02:34:190,4.749,0.496,1.9,1.9,null
00:02:34:200,4.749,0.496,1.9,1.9,null
00:02:34:210,4.749,0.496,1.9,1.9,null
00:02:34:220,4.749,0.496,1.9,1.9,null
00:02:34:230,4.749,0.496,1.9,1.9,null
00:02:34:240,4.749,0.496,1.9,1.9,null
00:02:34:250,4.749,0.496,1.9,1.9,null
00:02:34:260,4.749,0.496,1.9,1.9,null
00:02:34:270,4.749,0.496,1.9,1.9,null
00:02:34:280,4.749,0.496,1.9,1.9,null
00:02:34:290,4.749,0.496,1.9,1.9,null
00:02:34:300,4.749,0.496,1.9,1.9,null
00:02:34:310,4.749,0.496,1.9,1.9,null
00:02:34:320,4.749,0.496,1.9,1.9,null
00:02:34:330,4.749,0.496,1.9,1.9,null
00:02:34:340,4.749,0.496,1.9,1.9,null
00:02:34:350,4.749,0.496,1.9,1.9,null
00:02:34:360,4.749,0.496,1.9,1.9,null
00:02:34:370,4.749,0.496,1.9,1.9,null
00:02:34:380,4.749,0.496,1.9,1.9,null
00:02:34:390,4.749,0.496,1.9,1.9,null
00:02:34:400,4.749,0.496,1.9,1.9,null
00:02:34:410,4.749,0.496,1.9,1.9,null
00:02:34:420,4.749,0.496,1.9,1.9,null
00:02:34:430,4.749,0.496,1.9,1.9,null
00:02:34:440,4.749,0.496,1.9,1.9,null
00:02:34:450,4.749,0.496,1.9,1.9,null
00:02:34:460,4.749,0.496,1.9,1.9,null
00:02:34:470,4.749,0.496,1.9,1.9,null
00:02:34:480,4.749,0.496,1.9,1.9,null
00:02:34:490,4.749,0.496,1.9,1.9,null
00:02:34:500,4.749,0.496,1.9,1.9,null
00:02:34:510,4.749,0.496,1.9,1.9,null
00:02:34:520,4.749,0.496,1.9,1.9,null
00:02:34:530,4.749,0.496,1.9,1.9,null
00:02:34:540,4.749,0.496,1.9,1.9,null
00:02:34:550,4.749,0.496,1.9,1.9,null
00:02:34:560,4.749,0.496,1.9,1.9,null
00:02:34:570,4.749,0.496,1.9,1.9,null
00:02:34:580,4.749,0.496,1.9,1.9,null
00:02:34:590,4.749,0.496,1.9,1.9,null
00:02:34:600,4.749,0.496,1.9,1.9,null
00:02:34:610,4.749,0.496,1.9,1.9,null
00:02:34:620,4.749,0.496,1.9,1.9,null
00:02:34:630,4.749,0.496,1.9,1.9,null
00:02:34:640,4.749,0.496,1.9,1.9,null
00:02:34:650,4.749,0.496,1.9,1.9,null
00:02:34:660,4.749,0.496,1.9,1.9,null
00:02:34:670,4.749,0.496,1.9,1.9,null
00:02:34:680,4.749,0.496,1.9,1.9,null
00:02:34:690,4.749,0.496,1.9,1.9,null
00:02:34:700,4.749,0.496,1.9,1.9,null
00:02:34:710,4.749,0.496,1.9,1.9,null
00:02:34:720,4.749,0.496,1.9,1.9,null
00:02:34:730,4.749,0.496,1.9,1.9,null
00:02:34:740,4.749,0.496,1.9,1.9,null
00:02:34:750,4.749,0.496,1.9,1.9,null
00:02:34:760,4.749,0.496,1.9,1.9,null
00:02:34:770,4.749,0.496,1.9,1.9,null
00:02:34:780,4.749,0.496,1.9,1.9,null
00:02:34:790,4.749,0.496,1.9,1.9,null
00:02:34:800,4.749,0.496,1.9,1.9,null
00:02:34:810,4.749,0.496,1.9,1.9,null
00:02:34:820,4.749,0.496,1.9,1.9,null
00:02:34:830,4.749,0.496,1.9,1.9,null
00:02:34:840,4.749,0.496,1.9,1.9,null
00:02:34:850,4.749,0.496,1.9,1.9,null
00:02:34:860,4.749,0.496,1.9,1.9,null
00:02:34:870,4.749,0.496,1.9,1.9,null
00:02:34:880,4.749,0.496,1.9,1.9,null
00:02:34:890,4.749,0.496,1.9,1.9,null
00:02:34:900,4.749,0.496,1.9,1.9,null
00:02:34:910,4.749,0.496,1.9,1.9,null
00:02:34:920,4.749,0.496,1.9,1.9,null
00:02:34:930,4.749,0.496,1.9,1.9,null
00:02:34:940,4.749,0.496,1.9,1.9,null
00:02:34:950,4.749,0.496,1.9,1.9,null
00:02:34:960,4.749,0.496,1.9,1.9,null
00:02:34:970,4.749,0.496,1.9,1.9,null
00:02:34:980,4.749,0.496,1.9,1.9,null
00:02:34:990,4.749,0.496,1.9,1.9,null
00:02:35:000,4.749,0.496,1.9,1.9,null
00:02:35:010,4.749,0.496,1.9,1.9,null
00:02:35:020,4.749,0.496,1.9,1.9,null
00:02:35:030,4.749,0.496,1.9,1.9,null
00:02:35:040,4.749,0.496,1.9,1.9,null
00:02:35:050,4.749,0.496,1.9,1.9,null
00:02:35:060,4.749,0.496,1.9,1.9,null
00:02:35:070,4.749,0.496,1.9,1.9,null
00:02:35:080,4.749,0.496,1.9,1.9,null
00:02:35:090,4.749,0.496,1.9,1.9,null
00:02:35:100,4.749,0.496,1.9,1.9,null
00:02:35:110,4.749,0.496,1.9,1.9,null
00:02:35:120,4.749,0.496,1.9,1.9,null
00:02:35:130,4.749,0.496,1.9,1.9,null
00:02:35:140,4.749,0.496,1.9,1.9,null
00:02:35:150,4.749,0.496,1.9,1.9,null
00:02:35:160,4.749,0.496,1.9,1.9,null
00:02:35:170,4.749,0.496,1.9,1.9,null
00:02:35:180,4.749,0.496,1.9,1.9,null
00:02:35:190,4.749,0.496,1.9,1.9,null
00:02:35:200,4.749,0.496,1.9,1.9,null
00:02:35:210,4.749,0.496,1.9,1.9,null
00:02:35:220,4.749,0.496,1.9,1.9,null
00:02:35:230,4.749,0.496,1.9,1.9,null
00:02:35:240,4.749,0.496,1.9,1.9,null
00:02:35:250,4.749,0.496,1.9,1.9,null
00:02:35:260,4.749,0.496,1.9,1.9,null
00:02:35:270,4.749,0.496,1.9,1.9,null
00:02:35:280,4.749,0.496,1.9,1.9,null
00:02:35:290,4.749,0.496,1.9,1.9,null
00:02:35:300,4.749,0.496,1.9,1.9,null
00:02:35:310,4.749,0.496,1.9,1.9,null
00:02:35:320,4.749,0.496,1.9,1.9,null
00:02:35:330,4.749,0.496,1.9,1.9,null
00:02:35:340,4.749,0.496,1.9,1.9,null
00:02:35:350,4.749,0.496,1.9,1.9,null
00:02:35:360,4.749,0.496,1.9,1.9,null
00:02:35:370,4.749,0.496,1.9,1.9,null
00:02:35:380,4.749,0.496,1.9,1.9,null
00:02:35:390,4.749,0.496,1.9,1.9,null
00:02:35:400,4.749,0.496,1.9,1.9,null
00:02:35:410,4.749,0.496,1.9,1.9,null
00:02:35:420,4.749,0.496,1.9,1.9,null
00:02:35:430,4.749,0.496,1.9,1.9,null
00:02:35:440,4.749,0.496,1.9,1.9,null
00:02:35:450,4.749,0.496,1.9,1.9,null
00:02:35:460,4.749,0.496,1.9,1.9,null
00:02:35:470,4.749,0.496,1.9,1.9,null
00:02:35:480,4.749,0.496,1.9,1.9,null
00:02:35:490,4.749,0.496,1.9,1.9,null
00:02:35:500,4.749,0.496,1.9,1.9,null
00:02:35:510,4.749,0.496,1.9,1.9,null
00:02:35:520,4.749,0.496,1.9,1.9,null
00:02:35:530,4.749,0.496,1.9,1.9,null
00:02:35:540,4.749,0.496,1.9,1.9,null
00:02:35:550,4.749,0.496,1.9,1.9,null
00:02:35:560,4.749,0.496,1.9,1.9,null
00:02:35:570,4.749,0.496,1.9,1.9,null
00:02:35:580,4.749,0.496,1.9,1.9,null
00:02:35:590,4.749,0.496,1.9,1.9,null
00:02:35:600,4.749,0.496,1.9,1.9,null
00:02:35:610,4.749,0.496,1.9,1.9,null
00:02:35:620,4.749,0.496,1.9,1.9,null
00:02:35:630,4.749,0.496,1.9,1.9,null
00:02:35:640,4.749,0.496,1.9,1.9,null
00:02:35:650,4.749,0.496,1.9,1.9,null
00:02:35:660,4.749,0.496,1.9,1.9,null
00:02:35:670,4.749,0.496,1.9,1.9,null
00:02:35:680,4.749,0.496,1.9,1.9,null
00:02:35:690,4.749,0.496,1.9,1.9,null
00:02:35:700,4.749,0.496,1.9,1.9,null
00:02:35:710,4.749,0.496,1.9,1.9,null
00:02:35:720,4.749,0.496,1.9,1.9,null
00:02:35:730,4.749,0.496,1.9,1.9,null
00:02:35:740,4.749,0.496,1.9,1.9,null
00:02:35:750,4.749,0.496,1.9,1.9,null
00:02:35:760,4.749,0.496,1.9,1.9,null
00:02:35:770,4.749,0.496,1.9,1.9,null
00:02:35:780,4.749,0.496,1.9,1.9,null
00:02:35:790,4.749,0.496,1.9,1.9,null
00:02:35:800,4.749,0.496,1.9,1.9,null
00:02:35:810,4.749,0.496,1.9,1.9,null
00:02:35:820,4.749,0.496,1.9,1.9,null
00:02:35:830,4.749,0.496,1.9,1.9,null
00:02:35:840,4.749,0.496,1.9,1.9,null
00:02:35:850,4.749,0.496,1.9,1.9,null
00:02:35:860,4.749,0.496,1.9,1.9,null
00:02:35:870,4.749,0.496,1.9,1.9,null
00:02:35:880,4.749,0.496,1.9,1.9,null
00:02:35:890,4.749,0.496,1.9,1.9,null
00:02:35:900,4.749,0.496,1.9,1.9,null
00:02:35:910,4.749,0.496,1.9,1.9,null
00:02:35:920,4.749,0.496,1.9,1.9,null
00:02:35:930,4.749,0.496,1.9,1.9,null
00:02:35:940,4.749,0.496,1.9,1.9,null
00:02:35:950,4.749,0.496,1.9,1.9,null
00:02:35:960,4.749,0.496,1.9,1.9,null
00:02:35:970,4.749,0.496,1.9,1.9,null
00:02:35:980,4.749,0.496,1.9,1.9,null
00:02:35:990,4.749,0.496,1.9,1.9,null
00:02:36:000,4.749,0.496,1.9,1.9,null
00:02:36:010,4.749,0.496,1.9,1.9,null
00:02:36:020,4.749,0.496,1.9,1.9,null
00:02:36:030,4.749,0.496,1.9,1.9,null
00:02:36:040,4.749,0.496,1.9,1.9,null
00:02:36:050,4.749,0.496,1.9,1.9,null
00:02:36:060,4.749,0.496,1.9,1.9,null
00:02:36:070,4.749,0.496,1.9,1.9,null
00:02:36:080,4.749,0.496,1.9,1.9,null
00:02:36:090,4.749,0.496,1.9,1.9,null
00:02:36:100,4.749,0.496,1.9,1.9,null
00:02:36:110,4.749,0.496,1.9,1.9,null
00:02:36:120,4.749,0.496,1.9,1.9,null
00:02:36:130,4.749,0.496,1.9,1.9,null
00:02:36:140,4.749,0.496,1.9,1.9,null
00:02:36:150,4.749,0.496,1.9,1.9,null
00:02:36:160,4.749,0.496,1.9,1.9,null
00:02:36:170,4.749,0.496,1.9,1.9,null
00:02:36:180,4.749,0.496,1.9,1.9,null
00:02:36:190,4.749,0.496,1.9,1.9,null
00:02:36:200,4.749,0.496,1.9,1.9,null
00:02:36:210,4.749,0.496,1.9,1.9,null
00:02:36:220,4.749,0.496,1.9,1.9,null
00:02:36:230,4.749,0.496,1.9,1.9,null
00:02:36:240,4.749,0.496,1.9,1.9,null
00:02:36:250,4.749,0.496,1.9,1.9,null
00:02:36:260,4.749,0.496,1.9,1.9,null
00:02:36:270,4.749,0.496,1.9,1.9,null
00:02:36:280,4.749,0.496,1.9,1.9,null
00:02:36:290,4.749,0.496,1.9,1.9,null
00:02:36:300,4.749,0.496,1.9,1.9,null
00:02:36:310,4.749,0.496,1.9,1.9,null
00:02:36:320,4.749,0.496,1.9,1.9,null
00:02:36:330,4.749,0.496,1.9,1.9,null
00:02:36:340,4.749,0.496,1.9,1.9,null
00:02:36:350,4.749,0.496,1.9,1.9,null
00:02:36:360,4.749,0.496,1.9,1.9,null
00:02:36:370,4.749,0.496,1.9,1.9,null
00:02:36:380,4.749,0.496,1.9,1.9,null
00:02:36:390,4.749,0.496,1.9,1.9,null
00:02:36:400,4.749,0.496,1.9,1.9,null
00:02:36:410,4.749,0.496,1.9,1.9,null
00:02:36:420,4.749,0.496,1.9,1.9,null
00:02:36:430,4.749,0.496,1.9,1.9,null
00:02:36:440,4.749,0.496,1.9,1.9,null
00:02:36:450,4.749,0.496,1.9,1.9,null
00:02:36:460,4.749,0.496,1.9,1.9,null
00:02:36:470,4.749,0.496,1.9,1.9,null
00:02:36:480,4.749,0.496,1.9,1.9,null
00:02:36:490,4.749,0.496,1.9,1.9,null
00:02:36:500,4.749,0.496,1.9,1.9,null
00:02:36:510,4.749,0.496,1.9,1.9,null
00:02:36:520,4.749,0.496,1.9,1.9,null
00:02:36:530,4.749,0.496,1.9,1.9,null
00:02:36:540,4.749,0.496,1.9,1.9,null
00:02:36:550,4.749,0.496,1.9,1.9,null
00:02:36:560,4.749,0.496,1.9,1.9,null
00:02:36:570,4.749,0.496,1.9,1.9,null
00:02:36:580,4.749,0.496,1.9,1.9,null
00:02:36:590,4.749,0.496,1.9,1.9,null
00:02:36:600,4.749,0.496,1.9,1.9,null
00:02:36:610,4.749,0.496,1.9,1.9,null
00:02:36:620,4.749,0.496,1.9,1.9,null
00:02:36:630,4.749,0.496,1.9,1.9,null
00:02:36:640,4.749,0.496,1.9,1.9,null
00:02:36:650,4.749,0.496,1.9,1.9,null
00:02:36:660,4.749,0.496,1.9,1.9,null
00:02:36:670,4.749,0.496,1.9,1.9,null
00:02:36:680,4.749,0.496,1.9,1.9,null
00:02:36:690,4.749,0.496,1.9,1.9,null
00:02:36:700,4.749,0.496,1.9,1.9,null
00:02:36:710,4.749,0.496,1.9,1.9,null
00:02:36:720,4.749,0.496,1.9,1.9,null
00:02:36:730,4.749,0.496,1.9,1.9,null
00:02:36:740,4.749,0.496,1.9,1.9,null
00:02:36:750,4.749,0.496,1.9,1.9,null
00:02:36:760,4.749,0.496,1.9,1.9,null
00:02:36:770,4.749,0.496,1.9,1.9,null
00:02:36:780,4.749,0.496,1.9,1.9,null
00:02:36:790,4.749,0.496,1.9,1.9,null
00:02:36:800,4.749,0.496,1.9,1.9,null
00:02:36:810,4.749,0.496,1.9,1.9,null
00:02:36:820,4.749,0.496,1.9,1.9,null
00:02:36:830,4.749,0.496,1.9,1.9,null
00:02:36:840,4.749,0.496,1.9,1.9,null
00:02:36:850,4.749,0.496,1.9,1.9,null
00:02:36:860,4.749,0.496,1.9,1.9,null
00:02:36:870,4.749,0.496,1.9,1.9,null
00:02:36:880,4.749,0.496,1.9,1.9,null
00:02:36:890,4.749,0.496,1.9,1.9,null
00:02:36:900,4.749,0.496,1.9,1.9,null
00:02:36:910,4.749,0.496,1.9,1.9,null
00:02:36:920,4.749,0.496,1.9,1.9,null
00:02:36:930,4.749,0.496,1.9,1.9,null
00:02:36:940,4.749,0.496,1.9,1.9,null
00:02:36:950,4.749,0.496,1.9,1.9,null
00:02:36:960,4.749,0.496,1.9,1.9,null
00:02:36:970,4.749,0.496,1.9,1.9,null
00:02:36:980,4.749,0.496,1.9,1.9,null
00:02:36:990,4.749,0.496,1.9,1.9,null
00:02:37:000,4.749,0.496,1.9,1.9,null
