??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:01:31:020,4.749,0.496,1.9,1.9,null
00:01:31:030,4.749,0.496,1.9,1.9,null
00:01:31:040,4.749,0.496,1.9,1.9,null
00:01:31:050,4.749,0.496,1.9,1.9,null
00:01:31:060,4.749,0.496,1.9,1.9,null
00:01:31:070,4.749,0.496,1.9,1.9,null
00:01:31:080,4.749,0.496,1.9,1.9,null
00:01:31:090,4.749,0.496,1.9,1.9,null
00:01:31:100,4.749,0.496,1.9,1.9,null
00:01:31:110,4.749,0.496,1.9,1.9,null
00:01:31:120,4.749,0.496,1.9,1.9,null
00:01:31:130,4.749,0.496,1.9,1.9,null
00:01:31:140,4.749,0.496,1.9,1.9,null
00:01:31:150,4.749,0.496,1.9,1.9,null
00:01:31:160,4.749,0.496,1.9,1.9,null
00:01:31:170,4.749,0.496,1.9,1.9,null
00:01:31:180,4.749,0.496,1.9,1.9,null
00:01:31:190,4.749,0.496,1.9,1.9,null
00:01:31:200,4.749,0.496,1.9,1.9,null
00:01:31:210,4.749,0.496,1.9,1.9,null
00:01:31:220,4.749,0.496,1.9,1.9,null
00:01:31:230,4.749,0.496,1.9,1.9,null
00:01:31:240,4.749,0.496,1.9,1.9,null
00:01:31:250,4.749,0.496,1.9,1.9,null
00:01:31:260,4.749,0.496,1.9,1.9,null
00:01:31:270,4.749,0.496,1.9,1.9,null
00:01:31:280,4.749,0.496,1.9,1.9,null
00:01:31:290,4.749,0.496,1.9,1.9,null
00:01:31:300,4.749,0.496,1.9,1.9,null
00:01:31:310,4.749,0.496,1.9,1.9,null
00:01:31:320,4.749,0.496,1.9,1.9,null
00:01:31:330,4.749,0.496,1.9,1.9,null
00:01:31:340,4.749,0.496,1.9,1.9,null
00:01:31:350,4.749,0.496,1.9,1.9,null
00:01:31:360,4.749,0.496,1.9,1.9,null
00:01:31:370,4.749,0.496,1.9,1.9,null
00:01:31:380,4.749,0.496,1.9,1.9,null
00:01:31:390,4.749,0.496,1.9,1.9,null
00:01:31:400,4.749,0.496,1.9,1.9,null
00:01:31:410,4.749,0.496,1.9,1.9,null
00:01:31:420,4.749,0.496,1.9,1.9,null
00:01:31:430,4.749,0.496,1.9,1.9,null
00:01:31:440,4.749,0.496,1.9,1.9,null
00:01:31:450,4.749,0.496,1.9,1.9,null
00:01:31:460,4.749,0.496,1.9,1.9,null
00:01:31:470,4.749,0.496,1.9,1.9,null
00:01:31:480,4.749,0.496,1.9,1.9,null
00:01:31:490,4.749,0.496,1.9,1.9,null
00:01:31:500,4.749,0.496,1.9,1.9,null
00:01:31:510,4.749,0.496,1.9,1.9,null
00:01:31:520,4.749,0.496,1.9,1.9,null
00:01:31:530,4.749,0.496,1.9,1.9,null
00:01:31:540,4.749,0.496,1.9,1.9,null
00:01:31:550,4.749,0.496,1.9,1.9,null
00:01:31:560,4.749,0.496,1.9,1.9,null
00:01:31:570,4.749,0.496,1.9,1.9,null
00:01:31:580,4.749,0.496,1.9,1.9,null
00:01:31:590,4.749,0.496,1.9,1.9,null
00:01:31:600,4.749,0.496,1.9,1.9,null
00:01:31:610,4.749,0.496,1.9,1.9,null
00:01:31:620,4.749,0.496,1.9,1.9,null
00:01:31:630,4.749,0.496,1.9,1.9,null
00:01:31:640,4.749,0.496,1.9,1.9,null
00:01:31:650,4.749,0.496,1.9,1.9,null
00:01:31:660,4.749,0.496,1.9,1.9,null
00:01:31:670,4.749,0.496,1.9,1.9,null
00:01:31:680,4.749,0.496,1.9,1.9,null
00:01:31:690,4.749,0.496,1.9,1.9,null
00:01:31:700,4.749,0.496,1.9,1.9,null
00:01:31:710,4.749,0.496,1.9,1.9,null
00:01:31:720,4.749,0.496,1.9,1.9,null
00:01:31:730,4.749,0.496,1.9,1.9,null
00:01:31:740,4.749,0.496,1.9,1.9,null
00:01:31:750,4.749,0.496,1.9,1.9,null
00:01:31:760,4.749,0.496,1.9,1.9,null
00:01:31:770,4.749,0.496,1.9,1.9,null
00:01:31:780,4.749,0.496,1.9,1.9,null
00:01:31:790,4.749,0.496,1.9,1.9,null
00:01:31:800,4.749,0.496,1.9,1.9,null
00:01:31:810,4.749,0.496,1.9,1.9,null
00:01:31:820,4.749,0.496,1.9,1.9,null
00:01:31:830,4.749,0.496,1.9,1.9,null
00:01:31:840,4.749,0.496,1.9,1.9,null
00:01:31:850,4.749,0.496,1.9,1.9,null
00:01:31:860,4.749,0.496,1.9,1.9,null
00:01:31:870,4.749,0.496,1.9,1.9,null
00:01:31:880,4.749,0.496,1.9,1.9,null
00:01:31:890,4.749,0.496,1.9,1.9,null
00:01:31:900,4.749,0.496,1.9,1.9,null
00:01:31:910,4.749,0.496,1.9,1.9,null
00:01:31:920,4.749,0.496,1.9,1.9,null
00:01:31:930,4.749,0.496,1.9,1.9,null
00:01:31:940,4.749,0.496,1.9,1.9,null
00:01:31:950,4.749,0.496,1.9,1.9,null
00:01:31:960,4.749,0.496,1.9,1.9,null
00:01:31:970,4.749,0.496,1.9,1.9,null
00:01:31:980,4.749,0.496,1.9,1.9,null
00:01:31:990,4.749,0.496,1.9,1.9,null
00:01:32:000,4.749,0.496,1.9,1.9,null
00:01:32:010,4.749,0.496,1.9,1.9,null
00:01:32:020,4.749,0.496,1.9,1.9,null
00:01:32:030,4.749,0.496,1.9,1.9,null
00:01:32:040,4.749,0.496,1.9,1.9,null
00:01:32:050,4.749,0.496,1.9,1.9,null
00:01:32:060,4.749,0.496,1.9,1.9,null
00:01:32:070,4.749,0.496,1.9,1.9,null
00:01:32:080,4.749,0.496,1.9,1.9,null
00:01:32:090,4.749,0.496,1.9,1.9,null
00:01:32:100,4.749,0.496,1.9,1.9,null
00:01:32:110,4.749,0.496,1.9,1.9,null
00:01:32:120,4.749,0.496,1.9,1.9,null
00:01:32:130,4.749,0.496,1.9,1.9,null
00:01:32:140,4.749,0.496,1.9,1.9,null
00:01:32:150,4.749,0.496,1.9,1.9,null
00:01:32:160,4.749,0.496,1.9,1.9,null
00:01:32:170,4.749,0.496,1.9,1.9,null
00:01:32:180,4.749,0.496,1.9,1.9,null
00:01:32:190,4.749,0.496,1.9,1.9,null
00:01:32:200,4.749,0.496,1.9,1.9,null
00:01:32:210,4.749,0.496,1.9,1.9,null
00:01:32:220,4.749,0.496,1.9,1.9,null
00:01:32:230,4.749,0.496,1.9,1.9,null
00:01:32:240,4.749,0.496,1.9,1.9,null
00:01:32:250,4.749,0.496,1.9,1.9,null
00:01:32:260,4.749,0.496,1.9,1.9,null
00:01:32:270,4.749,0.496,1.9,1.9,null
00:01:32:280,4.749,0.496,1.9,1.9,null
00:01:32:290,4.749,0.496,1.9,1.9,null
00:01:32:300,4.749,0.496,1.9,1.9,null
00:01:32:310,4.749,0.496,1.9,1.9,null
00:01:32:320,4.749,0.496,1.9,1.9,null
00:01:32:330,4.749,0.496,1.9,1.9,null
00:01:32:340,4.749,0.496,1.9,1.9,null
00:01:32:350,4.749,0.496,1.9,1.9,null
00:01:32:360,4.749,0.496,1.9,1.9,null
00:01:32:370,4.749,0.496,1.9,1.9,null
00:01:32:380,4.749,0.496,1.9,1.9,null
00:01:32:390,4.749,0.496,1.9,1.9,null
00:01:32:400,4.749,0.496,1.9,1.9,null
00:01:32:410,4.749,0.496,1.9,1.9,null
00:01:32:420,4.749,0.496,1.9,1.9,null
00:01:32:430,4.749,0.496,1.9,1.9,null
00:01:32:440,4.749,0.496,1.9,1.9,null
00:01:32:450,4.749,0.496,1.9,1.9,null
00:01:32:460,4.749,0.496,1.9,1.9,null
00:01:32:470,4.749,0.496,1.9,1.9,null
00:01:32:480,4.749,0.496,1.9,1.9,null
00:01:32:490,4.749,0.496,1.9,1.9,null
00:01:32:500,4.749,0.496,1.9,1.9,null
00:01:32:510,4.749,0.496,1.9,1.9,null
00:01:32:520,4.749,0.496,1.9,1.9,null
00:01:32:530,4.749,0.496,1.9,1.9,null
00:01:32:540,4.749,0.496,1.9,1.9,null
00:01:32:550,4.749,0.496,1.9,1.9,null
00:01:32:560,4.749,0.496,1.9,1.9,null
00:01:32:570,4.749,0.496,1.9,1.9,null
00:01:32:580,4.749,0.496,1.9,1.9,null
00:01:32:590,4.749,0.496,1.9,1.9,null
00:01:32:600,4.749,0.496,1.9,1.9,null
00:01:32:610,4.749,0.496,1.9,1.9,null
00:01:32:620,4.749,0.496,1.9,1.9,null
00:01:32:630,4.749,0.496,1.9,1.9,null
00:01:32:640,4.749,0.496,1.9,1.9,null
00:01:32:650,4.749,0.496,1.9,1.9,null
00:01:32:660,4.749,0.496,1.9,1.9,null
00:01:32:670,4.749,0.496,1.9,1.9,null
00:01:32:680,4.749,0.496,1.9,1.9,null
00:01:32:690,4.749,0.496,1.9,1.9,null
00:01:32:700,4.749,0.496,1.9,1.9,null
00:01:32:710,4.749,0.496,1.9,1.9,null
00:01:32:720,4.749,0.496,1.9,1.9,null
00:01:32:730,4.749,0.496,1.9,1.9,null
00:01:32:740,4.749,0.496,1.9,1.9,null
00:01:32:750,4.749,0.496,1.9,1.9,null
00:01:32:760,4.749,0.496,1.9,1.9,null
00:01:32:770,4.749,0.496,1.9,1.9,null
00:01:32:780,4.749,0.496,1.9,1.9,null
00:01:32:790,4.749,0.496,1.9,1.9,null
00:01:32:800,4.749,0.496,1.9,1.9,null
00:01:32:810,4.749,0.496,1.9,1.9,null
00:01:32:820,4.749,0.496,1.9,1.9,null
00:01:32:830,4.749,0.496,1.9,1.9,null
00:01:32:840,4.749,0.496,1.9,1.9,null
00:01:32:850,4.749,0.496,1.9,1.9,null
00:01:32:860,4.749,0.496,1.9,1.9,null
00:01:32:870,4.749,0.496,1.9,1.9,null
00:01:32:880,4.749,0.496,1.9,1.9,null
00:01:32:890,4.749,0.496,1.9,1.9,null
00:01:32:900,4.749,0.496,1.9,1.9,null
00:01:32:910,4.749,0.496,1.9,1.9,null
00:01:32:920,4.749,0.496,1.9,1.9,null
00:01:32:930,4.749,0.496,1.9,1.9,null
00:01:32:940,4.749,0.496,1.9,1.9,null
00:01:32:950,4.749,0.496,1.9,1.9,null
00:01:32:960,4.749,0.496,1.9,1.9,null
00:01:32:970,4.749,0.496,1.9,1.9,null
00:01:32:980,4.749,0.496,1.9,1.9,null
00:01:32:990,4.749,0.496,1.9,1.9,null
00:01:33:000,4.749,0.496,1.9,1.9,null
00:01:33:010,4.749,0.496,1.9,1.9,null
00:01:33:020,4.749,0.496,1.9,1.9,null
00:01:33:030,4.749,0.496,1.9,1.9,null
00:01:33:040,4.749,0.496,1.9,1.9,null
00:01:33:050,4.749,0.496,1.9,1.9,null
00:01:33:060,4.749,0.496,1.9,1.9,null
00:01:33:070,4.749,0.496,1.9,1.9,null
00:01:33:080,4.749,0.496,1.9,1.9,null
00:01:33:090,4.749,0.496,1.9,1.9,null
00:01:33:100,4.749,0.496,1.9,1.9,null
00:01:33:110,4.749,0.496,1.9,1.9,null
00:01:33:120,4.749,0.496,1.9,1.9,null
00:01:33:130,4.749,0.496,1.9,1.9,null
00:01:33:140,4.749,0.496,1.9,1.9,null
00:01:33:150,4.749,0.496,1.9,1.9,null
00:01:33:160,4.749,0.496,1.9,1.9,null
00:01:33:170,4.749,0.496,1.9,1.9,null
00:01:33:180,4.749,0.496,1.9,1.9,null
00:01:33:190,4.749,0.496,1.9,1.9,null
00:01:33:200,4.749,0.496,1.9,1.9,null
00:01:33:210,4.749,0.496,1.9,1.9,null
00:01:33:220,4.749,0.496,1.9,1.9,null
00:01:33:230,4.749,0.496,1.9,1.9,null
00:01:33:240,4.749,0.496,1.9,1.9,null
00:01:33:250,4.749,0.496,1.9,1.9,null
00:01:33:260,4.749,0.496,1.9,1.9,null
00:01:33:270,4.749,0.496,1.9,1.9,null
00:01:33:280,4.749,0.496,1.9,1.9,null
00:01:33:290,4.749,0.496,1.9,1.9,null
00:01:33:300,4.749,0.496,1.9,1.9,null
00:01:33:310,4.749,0.496,1.9,1.9,null
00:01:33:320,4.749,0.496,1.9,1.9,null
00:01:33:330,4.749,0.496,1.9,1.9,null
00:01:33:340,4.749,0.496,1.9,1.9,null
00:01:33:350,4.749,0.496,1.9,1.9,null
00:01:33:360,4.749,0.496,1.9,1.9,null
00:01:33:370,4.749,0.496,1.9,1.9,null
00:01:33:380,4.749,0.496,1.9,1.9,null
00:01:33:390,4.749,0.496,1.9,1.9,null
00:01:33:400,4.749,0.496,1.9,1.9,null
00:01:33:410,4.749,0.496,1.9,1.9,null
00:01:33:420,4.749,0.496,1.9,1.9,null
00:01:33:430,4.749,0.496,1.9,1.9,null
00:01:33:440,4.749,0.496,1.9,1.9,null
00:01:33:450,4.749,0.496,1.9,1.9,null
00:01:33:460,4.749,0.496,1.9,1.9,null
00:01:33:470,4.749,0.496,1.9,1.9,null
00:01:33:480,4.749,0.496,1.9,1.9,null
00:01:33:490,4.749,0.496,1.9,1.9,null
00:01:33:500,4.749,0.496,1.9,1.9,null
00:01:33:510,4.749,0.496,1.9,1.9,null
00:01:33:520,4.749,0.496,1.9,1.9,null
00:01:33:530,4.749,0.496,1.9,1.9,null
00:01:33:540,4.749,0.496,1.9,1.9,null
00:01:33:550,4.749,0.496,1.9,1.9,null
00:01:33:560,4.749,0.496,1.9,1.9,null
00:01:33:570,4.749,0.496,1.9,1.9,null
00:01:33:580,4.749,0.496,1.9,1.9,null
00:01:33:590,4.749,0.496,1.9,1.9,null
00:01:33:600,4.749,0.496,1.9,1.9,null
00:01:33:610,4.749,0.496,1.9,1.9,null
00:01:33:620,4.749,0.496,1.9,1.9,null
00:01:33:630,4.749,0.496,1.9,1.9,null
00:01:33:640,4.749,0.496,1.9,1.9,null
00:01:33:650,4.749,0.496,1.9,1.9,null
00:01:33:660,4.749,0.496,1.9,1.9,null
00:01:33:670,4.749,0.496,1.9,1.9,null
00:01:33:680,4.749,0.496,1.9,1.9,null
00:01:33:690,4.749,0.496,1.9,1.9,null
00:01:33:700,4.749,0.496,1.9,1.9,null
00:01:33:710,4.749,0.496,1.9,1.9,null
00:01:33:720,4.749,0.496,1.9,1.9,null
00:01:33:730,4.749,0.496,1.9,1.9,null
00:01:33:740,4.749,0.496,1.9,1.9,null
00:01:33:750,4.749,0.496,1.9,1.9,null
00:01:33:760,4.749,0.496,1.9,1.9,null
00:01:33:770,4.749,0.496,1.9,1.9,null
00:01:33:780,4.749,0.496,1.9,1.9,null
00:01:33:790,4.749,0.496,1.9,1.9,null
00:01:33:800,4.749,0.496,1.9,1.9,null
00:01:33:810,4.749,0.496,1.9,1.9,null
00:01:33:820,4.749,0.496,1.9,1.9,null
00:01:33:830,4.749,0.496,1.9,1.9,null
00:01:33:840,4.749,0.496,1.9,1.9,null
00:01:33:850,4.749,0.496,1.9,1.9,null
00:01:33:860,4.749,0.496,1.9,1.9,null
00:01:33:870,4.749,0.496,1.9,1.9,null
00:01:33:880,4.749,0.496,1.9,1.9,null
00:01:33:890,4.749,0.496,1.9,1.9,null
00:01:33:900,4.749,0.496,1.9,1.9,null
00:01:33:910,4.749,0.496,1.9,1.9,null
00:01:33:920,4.749,0.496,1.9,1.9,null
00:01:33:930,4.749,0.496,1.9,1.9,null
00:01:33:940,4.749,0.496,1.9,1.9,null
00:01:33:950,4.749,0.496,1.9,1.9,null
00:01:33:960,4.749,0.496,1.9,1.9,null
00:01:33:970,4.749,0.496,1.9,1.9,null
00:01:33:980,4.749,0.496,1.9,1.9,null
00:01:33:990,4.749,0.496,1.9,1.9,null
00:01:34:000,4.749,0.496,1.9,1.9,null
00:01:34:010,4.749,0.496,1.9,1.9,null
00:01:34:020,4.749,0.496,1.9,1.9,null
00:01:34:030,4.749,0.496,1.9,1.9,null
00:01:34:040,4.749,0.496,1.9,1.9,null
00:01:34:050,4.749,0.496,1.9,1.9,null
00:01:34:060,4.749,0.496,1.9,1.9,null
00:01:34:070,4.749,0.496,1.9,1.9,null
00:01:34:080,4.749,0.496,1.9,1.9,null
00:01:34:090,4.749,0.496,1.9,1.9,null
00:01:34:100,4.749,0.496,1.9,1.9,null
00:01:34:110,4.749,0.496,1.9,1.9,null
00:01:34:120,4.749,0.496,1.9,1.9,null
00:01:34:130,4.749,0.496,1.9,1.9,null
00:01:34:140,4.749,0.496,1.9,1.9,null
00:01:34:150,4.749,0.496,1.9,1.9,null
00:01:34:160,4.749,0.496,1.9,1.9,null
00:01:34:170,4.749,0.496,1.9,1.9,null
00:01:34:180,4.749,0.496,1.9,1.9,null
00:01:34:190,4.749,0.496,1.9,1.9,null
00:01:34:200,4.749,0.496,1.9,1.9,null
00:01:34:210,4.749,0.496,1.9,1.9,null
00:01:34:220,4.749,0.496,1.9,1.9,null
00:01:34:230,4.749,0.496,1.9,1.9,null
00:01:34:240,4.749,0.496,1.9,1.9,null
00:01:34:250,4.749,0.496,1.9,1.9,null
00:01:34:260,4.749,0.496,1.9,1.9,null
00:01:34:270,4.749,0.496,1.9,1.9,null
00:01:34:280,4.749,0.496,1.9,1.9,null
00:01:34:290,4.749,0.496,1.9,1.9,null
00:01:34:300,4.749,0.496,1.9,1.9,null
00:01:34:310,4.749,0.496,1.9,1.9,null
00:01:34:320,4.749,0.496,1.9,1.9,null
00:01:34:330,4.749,0.496,1.9,1.9,null
00:01:34:340,4.749,0.496,1.9,1.9,null
00:01:34:350,4.749,0.496,1.9,1.9,null
00:01:34:360,4.749,0.496,1.9,1.9,null
00:01:34:370,4.749,0.496,1.9,1.9,null
00:01:34:380,4.749,0.496,1.9,1.9,null
00:01:34:390,4.749,0.496,1.9,1.9,null
00:01:34:400,4.749,0.496,1.9,1.9,null
00:01:34:410,4.749,0.496,1.9,1.9,null
00:01:34:420,4.749,0.496,1.9,1.9,null
00:01:34:430,4.749,0.496,1.9,1.9,null
00:01:34:440,4.749,0.496,1.9,1.9,null
00:01:34:450,4.749,0.496,1.9,1.9,null
00:01:34:460,4.749,0.496,1.9,1.9,null
00:01:34:470,4.749,0.496,1.9,1.9,null
00:01:34:480,4.749,0.496,1.9,1.9,null
00:01:34:490,4.749,0.496,1.9,1.9,null
00:01:34:500,4.749,0.496,1.9,1.9,null
00:01:34:510,4.749,0.496,1.9,1.9,null
00:01:34:520,4.749,0.496,1.9,1.9,null
00:01:34:530,4.749,0.496,1.9,1.9,null
00:01:34:540,4.749,0.496,1.9,1.9,null
00:01:34:550,4.749,0.496,1.9,1.9,null
00:01:34:560,4.749,0.496,1.9,1.9,null
00:01:34:570,4.749,0.496,1.9,1.9,null
00:01:34:580,4.749,0.496,1.9,1.9,null
00:01:34:590,4.749,0.496,1.9,1.9,null
00:01:34:600,4.749,0.496,1.9,1.9,null
00:01:34:610,4.749,0.496,1.9,1.9,null
00:01:34:620,4.749,0.496,1.9,1.9,null
00:01:34:630,4.749,0.496,1.9,1.9,null
00:01:34:640,4.749,0.496,1.9,1.9,null
00:01:34:650,4.749,0.496,1.9,1.9,null
00:01:34:660,4.749,0.496,1.9,1.9,null
00:01:34:670,4.749,0.496,1.9,1.9,null
00:01:34:680,4.749,0.496,1.9,1.9,null
00:01:34:690,4.749,0.496,1.9,1.9,null
00:01:34:700,4.749,0.496,1.9,1.9,null
00:01:34:710,4.749,0.496,1.9,1.9,null
00:01:34:720,4.749,0.496,1.9,1.9,null
00:01:34:730,4.749,0.496,1.9,1.9,null
00:01:34:740,4.749,0.496,1.9,1.9,null
00:01:34:750,4.749,0.496,1.9,1.9,null
00:01:34:760,4.749,0.496,1.9,1.9,null
00:01:34:770,4.749,0.496,1.9,1.9,null
00:01:34:780,4.749,0.496,1.9,1.9,null
00:01:34:790,4.749,0.496,1.9,1.9,null
00:01:34:800,4.749,0.496,1.9,1.9,null
00:01:34:810,4.749,0.496,1.9,1.9,null
00:01:34:820,4.749,0.496,1.9,1.9,null
00:01:34:830,4.749,0.496,1.9,1.9,null
00:01:34:840,4.749,0.496,1.9,1.9,null
00:01:34:850,4.749,0.496,1.9,1.9,null
00:01:34:860,4.749,0.496,1.9,1.9,null
00:01:34:870,4.749,0.496,1.9,1.9,null
00:01:34:880,4.749,0.496,1.9,1.9,null
00:01:34:890,4.749,0.496,1.9,1.9,null
00:01:34:900,4.749,0.496,1.9,1.9,null
00:01:34:910,4.749,0.496,1.9,1.9,null
00:01:34:920,4.749,0.496,1.9,1.9,null
00:01:34:930,4.749,0.496,1.9,1.9,null
00:01:34:940,4.749,0.496,1.9,1.9,null
00:01:34:950,4.749,0.496,1.9,1.9,null
00:01:34:960,4.749,0.496,1.9,1.9,null
00:01:34:970,4.749,0.496,1.9,1.9,null
00:01:34:980,4.749,0.496,1.9,1.9,null
00:01:34:990,4.749,0.496,1.9,1.9,null
00:01:35:000,4.749,0.496,1.9,1.9,null
00:01:35:010,4.749,0.496,1.9,1.9,null
00:01:35:020,4.749,0.496,1.9,1.9,null
00:01:35:030,4.749,0.496,1.9,1.9,null
00:01:35:040,4.749,0.496,1.9,1.9,null
00:01:35:050,4.749,0.496,1.9,1.9,null
00:01:35:060,4.749,0.496,1.9,1.9,null
00:01:35:070,4.749,0.496,1.9,1.9,null
00:01:35:080,4.749,0.496,1.9,1.9,null
00:01:35:090,4.749,0.496,1.9,1.9,null
00:01:35:100,4.749,0.496,1.9,1.9,null
00:01:35:110,4.749,0.496,1.9,1.9,null
00:01:35:120,4.749,0.496,1.9,1.9,null
00:01:35:130,4.749,0.496,1.9,1.9,null
00:01:35:140,4.749,0.496,1.9,1.9,null
00:01:35:150,4.749,0.496,1.9,1.9,null
00:01:35:160,4.749,0.496,1.9,1.9,null
00:01:35:170,4.749,0.496,1.9,1.9,null
00:01:35:180,4.749,0.496,1.9,1.9,null
00:01:35:190,4.749,0.496,1.9,1.9,null
00:01:35:200,4.749,0.496,1.9,1.9,null
00:01:35:210,4.749,0.496,1.9,1.9,null
00:01:35:220,4.749,0.496,1.9,1.9,null
00:01:35:230,4.749,0.496,1.9,1.9,null
00:01:35:240,4.749,0.496,1.9,1.9,null
00:01:35:250,4.749,0.496,1.9,1.9,null
00:01:35:260,4.749,0.496,1.9,1.9,null
00:01:35:270,4.749,0.496,1.9,1.9,null
00:01:35:280,4.749,0.496,1.9,1.9,null
00:01:35:290,4.749,0.496,1.9,1.9,null
00:01:35:300,4.749,0.496,1.9,1.9,null
00:01:35:310,4.749,0.496,1.9,1.9,null
00:01:35:320,4.749,0.496,1.9,1.9,null
00:01:35:330,4.749,0.496,1.9,1.9,null
00:01:35:340,4.749,0.496,1.9,1.9,null
00:01:35:350,4.749,0.496,1.9,1.9,null
00:01:35:360,4.749,0.496,1.9,1.9,null
00:01:35:370,4.749,0.496,1.9,1.9,null
00:01:35:380,4.749,0.496,1.9,1.9,null
00:01:35:390,4.749,0.496,1.9,1.9,null
00:01:35:400,4.749,0.496,1.9,1.9,null
00:01:35:410,4.749,0.496,1.9,1.9,null
00:01:35:420,4.749,0.496,1.9,1.9,null
00:01:35:430,4.749,0.496,1.9,1.9,null
00:01:35:440,4.749,0.496,1.9,1.9,null
00:01:35:450,4.749,0.496,1.9,1.9,null
00:01:35:460,4.749,0.496,1.9,1.9,null
00:01:35:470,4.749,0.496,1.9,1.9,null
00:01:35:480,4.749,0.496,1.9,1.9,null
00:01:35:490,4.749,0.496,1.9,1.9,null
00:01:35:500,4.749,0.496,1.9,1.9,null
00:01:35:510,4.749,0.496,1.9,1.9,null
00:01:35:520,4.749,0.496,1.9,1.9,null
00:01:35:530,4.749,0.496,1.9,1.9,null
00:01:35:540,4.749,0.496,1.9,1.9,null
00:01:35:550,4.749,0.496,1.9,1.9,null
00:01:35:560,4.749,0.496,1.9,1.9,null
00:01:35:570,4.749,0.496,1.9,1.9,null
00:01:35:580,4.749,0.496,1.9,1.9,null
00:01:35:590,4.749,0.496,1.9,1.9,null
00:01:35:600,4.749,0.496,1.9,1.9,null
00:01:35:610,4.749,0.496,1.9,1.9,null
00:01:35:620,4.749,0.496,1.9,1.9,null
00:01:35:630,4.749,0.496,1.9,1.9,null
00:01:35:640,4.749,0.496,1.9,1.9,null
00:01:35:650,4.749,0.496,1.9,1.9,null
00:01:35:660,4.749,0.496,1.9,1.9,null
00:01:35:670,4.749,0.496,1.9,1.9,null
00:01:35:680,4.749,0.496,1.9,1.9,null
00:01:35:690,4.749,0.496,1.9,1.9,null
00:01:35:700,4.749,0.496,1.9,1.9,null
00:01:35:710,4.749,0.496,1.9,1.9,null
00:01:35:720,4.749,0.496,1.9,1.9,null
00:01:35:730,4.749,0.496,1.9,1.9,null
00:01:35:740,4.749,0.496,1.9,1.9,null
00:01:35:750,4.749,0.496,1.9,1.9,null
00:01:35:760,4.749,0.496,1.9,1.9,null
00:01:35:770,4.749,0.496,1.9,1.9,null
00:01:35:780,4.749,0.496,1.9,1.9,null
00:01:35:790,4.749,0.496,1.9,1.9,null
00:01:35:800,4.749,0.496,1.9,1.9,null
00:01:35:810,4.749,0.496,1.9,1.9,null
00:01:35:820,4.749,0.496,1.9,1.9,null
00:01:35:830,4.749,0.496,1.9,1.9,null
00:01:35:840,4.749,0.496,1.9,1.9,null
00:01:35:850,4.749,0.496,1.9,1.9,null
00:01:35:860,4.749,0.496,1.9,1.9,null
00:01:35:870,4.749,0.496,1.9,1.9,null
00:01:35:880,4.749,0.496,1.9,1.9,null
00:01:35:890,4.749,0.496,1.9,1.9,null
00:01:35:900,4.749,0.496,1.9,1.9,null
00:01:35:910,4.749,0.496,1.9,1.9,null
00:01:35:920,4.749,0.496,1.9,1.9,null
00:01:35:930,4.749,0.496,1.9,1.9,null
00:01:35:940,4.749,0.496,1.9,1.9,null
00:01:35:950,4.749,0.496,1.9,1.9,null
00:01:35:960,4.749,0.496,1.9,1.9,null
00:01:35:970,4.749,0.496,1.9,1.9,null
00:01:35:980,4.749,0.496,1.9,1.9,null
00:01:35:990,4.749,0.496,1.9,1.9,null
00:01:36:000,4.749,0.496,1.9,1.9,null
00:01:36:010,4.749,0.496,1.9,1.9,null
00:01:36:020,4.749,0.496,1.9,1.9,null
00:01:36:030,4.749,0.496,1.9,1.9,null
00:01:36:040,4.749,0.496,1.9,1.9,null
00:01:36:050,4.749,0.496,1.9,1.9,null
00:01:36:060,4.749,0.496,1.9,1.9,null
00:01:36:070,4.749,0.496,1.9,1.9,null
00:01:36:080,4.749,0.496,1.9,1.9,null
00:01:36:090,4.749,0.496,1.9,1.9,null
00:01:36:100,4.749,0.496,1.9,1.9,null
00:01:36:110,4.749,0.496,1.9,1.9,null
00:01:36:120,4.749,0.496,1.9,1.9,null
00:01:36:130,4.749,0.496,1.9,1.9,null
00:01:36:140,4.749,0.496,1.9,1.9,null
00:01:36:150,4.749,0.496,1.9,1.9,null
00:01:36:160,4.749,0.496,1.9,1.9,null
00:01:36:170,4.749,0.496,1.9,1.9,null
00:01:36:180,4.749,0.496,1.9,1.9,null
00:01:36:190,4.749,0.496,1.9,1.9,null
00:01:36:200,4.749,0.496,1.9,1.9,null
00:01:36:210,4.749,0.496,1.9,1.9,null
00:01:36:220,4.749,0.496,1.9,1.9,null
00:01:36:230,4.749,0.496,1.9,1.9,null
00:01:36:240,4.749,0.496,1.9,1.9,null
00:01:36:250,4.749,0.496,1.9,1.9,null
00:01:36:260,4.749,0.496,1.9,1.9,null
00:01:36:270,4.749,0.496,1.9,1.9,null
00:01:36:280,4.749,0.496,1.9,1.9,null
00:01:36:290,4.749,0.496,1.9,1.9,null
00:01:36:300,4.749,0.496,1.9,1.9,null
00:01:36:310,4.749,0.496,1.9,1.9,null
00:01:36:320,4.749,0.496,1.9,1.9,null
00:01:36:330,4.749,0.496,1.9,1.9,null
00:01:36:340,4.749,0.496,1.9,1.9,null
00:01:36:350,4.749,0.496,1.9,1.9,null
00:01:36:360,4.749,0.496,1.9,1.9,null
00:01:36:370,4.749,0.496,1.9,1.9,null
00:01:36:380,4.749,0.496,1.9,1.9,null
